#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -3.135      -3.135         7.9   -0.000995    0.000864
       1.204      -1.401      -1.401          16     0.01167     0.01401
           2      0.2511      0.2511         100      0.3916      0.6957
       2.204      0.7414      0.7414         160   1.745e-05       2.756
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.256      -2.256       2e+05  -0.0004518    0.002997
