#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.316     0.04343        2.15      0.4831     0.04831
      0.5563     -0.8489     0.04343         3.6      0.1416     0.01416
      0.6532     -0.9237     0.04343         4.5      0.1192     0.01192
      0.7634      -1.096     0.04343         5.8     0.08008    0.008008
      0.8976     -0.6291     0.04343         7.9      0.2349     0.02349
       1.204     -0.4112     0.04343          16       0.388      0.0388
        1.38     -0.4011     0.04343          24      0.3971     0.03971
           2      0.9705     0.04343         100       9.343      0.9343
       2.204       1.307     0.04343         160       20.26       2.026
       2.398       1.208     0.04343         250       16.15       1.615
       2.544      0.6985      0.1071         350       4.995       1.232
