#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.236     0.04343        2.15     0.05808    0.005808
      0.5563      -1.273     0.04343         3.6      0.0533     0.00533
      0.6532      -1.446     0.04343         4.5     0.03584    0.003584
      0.7634      -1.382     0.04343         5.8     0.04153    0.004153
      0.8976      -1.491     0.04343         7.9     0.03226    0.003226
       1.204     -0.4477     0.04343          16      0.3567     0.03567
        1.38     -0.4338     0.04343          24      0.3683     0.03683
           2      0.8693     0.04343         100       7.402      0.7402
       2.204       1.006     0.04343         160       10.13       1.013
       2.398       1.075     0.04343         250       11.89       1.189
       2.544       0.914       0.158         350       8.204       2.985
       5.301      -1.395     0.06466       2e+05      0.0403       0.006
