#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.52     0.04343        2.15      0.0302     0.00302
      0.5563      -1.221     0.04343         3.6     0.06016    0.006016
      0.6532      -1.237     0.04343         4.5     0.05791    0.005791
      0.7634      -1.376     0.04343         5.8     0.04205    0.004205
      0.8976      -1.431     0.04343         7.9     0.03705    0.003705
       1.204     -0.7364     0.04343          16      0.1835     0.01835
        1.38     -0.9144     0.04343          24      0.1218     0.01218
           2      0.1986     0.09507         100        1.58      0.3458
       2.204      0.7178     0.05268         160       5.221      0.6334
       2.398       1.069     0.09766         250       11.73       2.638
       2.544       1.034      0.1165         350        10.8       2.898
       5.301      -1.974      0.1023       2e+05     0.01062    0.002501
