#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.424     0.04343        2.15    0.003767   0.0003767
      0.5563      -1.987     0.04343         3.6      0.0103     0.00103
      0.6532      -1.812     0.04343         4.5     0.01543    0.001543
      0.7634      -1.555     0.04343         5.8     0.02785    0.002785
      0.8976      -1.283     0.04343         7.9     0.05211    0.005211
        1.38     -0.8413     0.04343          24      0.1441     0.01441
           2      0.2119      0.1247         100       1.629      0.4675
       2.398      0.6484      0.1938         250        4.45       1.986
       2.929      0.3906      0.1911         850       2.458       1.082
       5.301      -2.183      0.1655       2e+05    0.006569    0.002504
