#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.564     0.04343        2.15     0.02729    0.002729
      0.5563      -1.467     0.04343         3.6     0.03415    0.003415
      0.6532      -1.444     0.04343         4.5       0.036      0.0036
      0.7634      -1.592     0.04343         5.8      0.0256     0.00256
      0.8976      -1.554     0.04343         7.9      0.0279     0.00279
       1.204     -0.8582     0.04343          16      0.1386     0.01386
        1.38     -0.8063     0.04343          24      0.1562     0.01562
           2      0.8196     0.04343         100         6.6        0.66
       2.204       1.039     0.04505         160       10.95       1.136
       2.398      0.9807       0.156         250       9.565       3.435
       2.544      0.9032     0.09158         350       8.003       1.687
       5.301      -1.561     0.04422       2e+05      0.0275      0.0028
