#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.152     0.04343        2.15     0.07047    0.007047
      0.5563      -1.208     0.04343         3.6      0.0619     0.00619
      0.6532      -1.364     0.04343         4.5      0.0433     0.00433
      0.7634      -1.382     0.04343         5.8     0.04149    0.004149
      0.8976      -1.416     0.04343         7.9     0.03834    0.003834
       1.204     -0.9147     0.04343          16      0.1217     0.01217
        1.38     -0.7272     0.04343          24      0.1874     0.01874
           2      0.7946     0.04343         100       6.231      0.6231
       2.204      0.8802     0.04694         160       7.589      0.8201
       2.398       0.996     0.05569         250       9.908       1.271
       5.301      -1.417     0.05783       2e+05      0.0383      0.0051
