#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.216     0.04343        2.15     0.06081    0.006081
      0.5563      -1.087     0.04343         3.6     0.08176    0.008176
      0.6532      -1.151     0.04343         4.5     0.07056    0.007056
      0.7634       -1.28     0.04343         5.8     0.05252    0.005252
      0.8976      -1.245     0.04343         7.9     0.05693    0.005693
        1.38     -0.4288     0.04343          24      0.3726     0.03726
           2      0.7365     0.05561         100       5.452      0.6981
       2.204       1.128     0.05352         160       13.42       1.654
       2.398       1.377      0.0771         250       23.81       4.227
       2.544       1.278       0.158         350       18.97       6.902
       5.301      -1.493     0.07847       2e+05      0.0321      0.0058
