#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.82     0.04343        2.15     0.01514    0.001514
      0.5563      -1.399     0.04343         3.6     0.03987    0.003987
      0.6532      -1.433     0.04343         4.5     0.03694    0.003694
      0.7634        -1.5     0.04343         5.8     0.03163    0.003163
      0.8976       -1.51     0.04343         7.9      0.0309     0.00309
       1.204     -0.7272     0.04343          16      0.1874     0.01874
        1.38     -0.9492     0.04343          24      0.1124     0.01124
           2      0.8005     0.04343         100       6.317      0.6317
       2.204       1.087     0.04343         160       12.23       1.223
       2.398       1.121     0.04343         250       13.21       1.321
       2.544      0.9077     0.09123         350       8.085       1.698
       5.301      -1.481     0.06449       2e+05       0.033      0.0049
