#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.5563       5.301       5.301         3.6         -99       1e+05
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.7634       5.301       5.301         5.8         -99       1e+05
      0.8976       5.301       5.301         7.9         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
       2.204      0.6003      0.6003         160       1.471       1.257
       2.398       1.214       1.214         250       5.438       5.473
       2.544       1.319       1.319         350       2.988       8.921
       2.699       1.396       1.396         500        12.1       6.396
       2.929      0.6517      0.6517         850      0.5948       1.945
       3.064      0.4719      0.4719        1160      0.6523       1.156
