#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.632     0.04343        2.15    0.002333   0.0002333
      0.5563       -2.08     0.04343         3.6    0.008318   0.0008318
      0.6532      -2.004     0.04343         4.5    0.009911   0.0009911
      0.7634      -1.782     0.05266         5.8     0.01652    0.002003
      0.8976      -2.032      0.0723         7.9    0.009298    0.001548
        1.38     -0.7354     0.04343          24      0.1839     0.01839
           2      0.2176      0.1574         100       1.651      0.5983
       2.204      0.5698      0.1351         160       3.714       1.155
       2.398      0.7995      0.1861         250       6.302       2.701
       2.544      0.7269      0.1699         350       5.332       2.085
       5.301       -1.83     0.08216       2e+05      0.0148      0.0028
