#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.276     0.04343        2.15     0.05297    0.005297
      0.5563      -1.459     0.04343         3.6     0.03475    0.003475
      0.6532      -1.543     0.04343         4.5     0.02861    0.002861
      0.7634      -1.646     0.04343         5.8     0.02257    0.002257
      0.8976      -1.507     0.04343         7.9     0.03111    0.003111
       1.204      -1.137     0.04343          16       0.073      0.0073
        1.38      -1.056     0.04343          24      0.0879     0.00879
           2      0.2833     0.09927         100        1.92      0.4388
       2.204      0.4373      0.1666         160       2.737        1.05
       2.398      0.7103     0.09703         250       5.133       1.147
       2.544      0.4539      0.1917         350       2.844       1.255
