#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.54     0.04343        2.15     0.02884    0.002884
      0.5563      -1.422     0.04343         3.6     0.03788    0.003788
      0.6532      -1.545     0.04343         4.5     0.02852    0.002852
      0.7634      -1.587     0.04343         5.8     0.02588    0.002588
      0.8976      -1.666     0.04343         7.9     0.02156    0.002156
       1.204     -0.6992     0.04343          16      0.1999     0.01999
        1.38     -0.6438     0.04343          24      0.2271     0.02271
           2      0.4605      0.0694         100       2.887      0.4614
       2.204       1.001     0.08069         160       10.01        1.86
       2.398       0.853      0.1952         250       7.129       3.204
       5.301      -1.848     0.08258       2e+05      0.0142      0.0027
