#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.644     0.04343        2.15      0.0227     0.00227
      0.5563      -1.491     0.04343         3.6     0.03226    0.003226
      0.6532      -1.631     0.04343         4.5     0.02338    0.002338
      0.7634      -1.687     0.04343         5.8     0.02055    0.002055
      0.8976      -1.774     0.04343         7.9     0.01684    0.001684
       1.204     -0.7749     0.04343          16      0.1679     0.01679
        1.38     -0.7296     0.04343          24      0.1864     0.01864
           2      0.2872     0.07882         100       1.937      0.3516
       2.204       0.533      0.1086         160       3.412      0.8529
       2.398      0.9501     0.06134         250       8.915       1.259
       2.544      0.8128      0.1471         350       6.498       2.201
       5.301       -1.91     0.08778       2e+05      0.0123    0.002486
