#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.976     0.04343        2.15      0.1057     0.01057
      0.5563      -1.064     0.04343         3.6     0.08637    0.008637
      0.6532      -1.124     0.04343         4.5     0.07517    0.007517
      0.7634      -1.144     0.04343         5.8     0.07175    0.007175
      0.8976     -0.8674     0.04343         7.9      0.1357     0.01357
       1.204     -0.4951     0.04343          16      0.3198     0.03198
        1.38     -0.2481     0.04343          24      0.5648     0.05648
           2       1.344     0.04343         100        22.1        2.21
       2.204       1.417     0.04343         160       26.11       2.611
       2.398        1.31     0.04343         250       20.42       2.042
       2.544      0.9683     0.09689         350       9.296       2.074
       5.301      -1.076     0.04343       2e+05      0.0839     0.00839
