#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.472     0.04343        2.15     0.03373    0.003373
      0.5563       -1.42     0.04343         3.6     0.03803    0.003803
      0.6532      -1.599     0.04343         4.5     0.02518    0.002518
      0.7634      -1.599     0.04343         5.8     0.02516    0.002516
      0.8976      -1.737     0.04343         7.9     0.01832    0.001832
       1.204     -0.7948     0.04343          16      0.1604     0.01604
        1.38     -0.7528     0.04343          24      0.1767     0.01767
           2      0.3657     0.06756         100       2.321      0.3611
       2.204      0.8269      0.0517         160       6.713      0.7992
       2.398      0.8253     0.08271         250       6.688       1.274
       2.544      0.7475      0.1713         350       5.591       2.205
       5.301      -1.551      0.1128       2e+05      0.0281      0.0073
