#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.432     0.04343        2.15      0.3698     0.03698
      0.5563     -0.8401     0.04343         3.6      0.1445     0.01445
      0.6532     -0.8456     0.04343         4.5      0.1427     0.01427
      0.7634     -0.9957     0.04343         5.8       0.101      0.0101
      0.8976     -0.3839     0.04343         7.9      0.4131     0.04131
       1.204    -0.08783     0.04343          16      0.8169     0.08169
        1.38    -0.01189     0.04343          24       0.973      0.0973
           2       1.385     0.04343         100       24.26       2.426
       2.204       1.607     0.04343         160       40.47       4.047
       2.398       1.456     0.04343         250       28.59       2.859
       2.544      0.8841      0.1088         350       7.657       1.918
       5.301     -0.9889     0.06265       2e+05      0.1026      0.0148
