#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.524     0.04343        2.15     0.02992    0.002992
      0.5563      -1.396     0.04343         3.6     0.04018    0.004018
      0.6532      -1.514     0.04343         4.5     0.03063    0.003063
      0.7634      -1.528     0.04343         5.8     0.02966    0.002966
      0.8976      -1.637     0.04343         7.9     0.02309    0.002309
       1.204     -0.7545     0.04343          16       0.176      0.0176
        1.38     -0.6821     0.04343          24      0.2079     0.02079
           2      0.4263       0.102         100       2.669      0.6266
       2.204      0.5832      0.1474         160        3.83         1.3
       5.301      -1.524      0.1017       2e+05      0.0299       0.007
