#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.276     0.04343        2.15    0.005297   0.0005297
      0.5563      -1.966     0.04343         3.6     0.01082    0.001082
      0.6532      -1.855     0.04343         4.5     0.01396    0.001396
      0.7634        -1.7     0.04343         5.8     0.01996    0.001996
      0.8976      -1.817     0.04343         7.9     0.01523    0.001523
       1.204      -1.311     0.05315          16     0.04889    0.005983
        1.38     -0.4501     0.04343          24      0.3547     0.03547
           2      0.3901      0.0746         100       2.455      0.4217
       2.204      0.8827     0.04343         160       7.633      0.7633
       2.398       1.245     0.04343         250       17.57       1.757
       2.544       1.272     0.04343         350       18.72       1.872
       2.699       1.195     0.05027         500       15.66       1.812
       2.929      0.4259       0.206         850       2.666       1.264
