#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563      -1.691     0.04343         3.6     0.02038    0.002038
      0.6532       -1.86     0.04343         4.5     0.01379    0.001379
      0.7634      -1.901     0.04343         5.8     0.01256    0.001256
      0.8976      -1.763     0.04343         7.9     0.01724    0.001724
       1.204      -1.277     0.09024          16     0.05289     0.01099
        1.38     -0.4859     0.04343          24      0.3267     0.03267
           2       1.444     0.04343         100       27.79       2.779
       2.204       1.405     0.04343         160        25.4        2.54
       2.398       1.148     0.05303         250       14.07       1.719
       2.544      0.8206      0.1062         350       6.615       1.618
       5.301      -1.358     0.04343       2e+05      0.0439     0.00439
