#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.88     0.04343        2.15     0.01318    0.001318
      0.5563      -1.546     0.04343         3.6     0.02842    0.002842
      0.6532      -1.574     0.04343         4.5     0.02665    0.002665
      0.7634      -1.651     0.04343         5.8     0.02236    0.002236
      0.8976      -1.607     0.04343         7.9     0.02472    0.002472
        1.38     -0.6574     0.04343          24      0.2201     0.02201
           2      0.6517     0.04976         100       4.484      0.5138
       2.204        1.02      0.0498         160       10.46         1.2
       2.398       1.133     0.09644         250       13.57       3.014
       2.544       1.036      0.1882         350       10.86       4.704
       5.301      -1.396     0.08103       2e+05      0.0402      0.0075
