#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.224     0.04343        2.15      0.0597     0.00597
      0.5563     -0.9834     0.04343         3.6      0.1039     0.01039
      0.6532      -1.062     0.04343         4.5     0.08671    0.008671
      0.7634      -1.146     0.04343         5.8     0.07149    0.007149
      0.8976     -0.9918     0.04343         7.9      0.1019     0.01019
       1.204     -0.4874     0.04343          16      0.3255     0.03255
        1.38     -0.5781     0.04343          24      0.2642     0.02642
           2       0.744     0.06497         100       5.546      0.8298
       2.204       1.181     0.07491         160       15.17       2.616
       2.398       1.372     0.09479         250       23.53       5.135
       2.544       1.356      0.1572         350       22.68       8.208
       2.699       1.327     0.05309         500       21.24       2.596
       3.064      0.5908     0.08211        1160       3.897      0.7369
       5.301      -1.181     0.04343       2e+05      0.0659     0.00659
