#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.552     0.04343        2.15     0.02805    0.002805
      0.5563      -1.522     0.04343         3.6     0.03008    0.003008
      0.6532      -1.647     0.04343         4.5     0.02253    0.002253
      0.7634       -1.61     0.04343         5.8     0.02454    0.002454
      0.8976      -1.856     0.04343         7.9     0.01394    0.001394
       1.204     -0.8601     0.04343          16       0.138      0.0138
        1.38      -0.743     0.04343          24      0.1807     0.01807
           2      0.3548     0.06787         100       2.264      0.3537
       2.204      0.6953     0.08059         160       4.957      0.9199
       2.398      0.7262      0.1116         250       5.324       1.368
       5.301      -2.056      0.1388       2e+05    0.008783    0.002808
