#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.804     0.04343        2.15      0.0157     0.00157
      0.5563      -1.513     0.04343         3.6     0.03071    0.003071
      0.6532      -1.441     0.04343         4.5     0.03624    0.003624
      0.7634      -1.417     0.04343         5.8     0.03829    0.003829
      0.8976      -1.595     0.04343         7.9      0.0254     0.00254
        1.38     -0.4255     0.04343          24      0.3754     0.03754
           2      0.3734      0.0782         100       2.363      0.4254
       2.204      0.8507     0.05668         160       7.091      0.9255
       2.398       1.011     0.05616         250       10.25       1.326
       2.544       1.007      0.1024         350       10.16       2.397
       2.699      0.8325      0.1287         500         6.8       2.015
       5.301      -1.593      0.1039       2e+05      0.0255      0.0061
