#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.796     0.04343        2.15       0.016      0.0016
      0.5563      -1.736     0.04343         3.6     0.01836    0.001836
      0.6532      -1.711     0.04343         4.5     0.01946    0.001946
      0.7634      -1.777     0.04343         5.8      0.0167     0.00167
      0.8976      -1.703     0.04343         7.9     0.01982    0.001982
       1.204      -1.153     0.05669          16     0.07027    0.009173
        1.38      -1.267     0.04343          24     0.05409    0.005409
           2      0.2923     0.09737         100        1.96      0.4394
       2.204      0.5693      0.1439         160       3.709       1.229
       2.398      0.8608      0.1914         250       7.258       3.198
       5.301      -1.956       0.103       2e+05     0.01107    0.002626
