#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.096     0.04343        2.15     0.08017    0.008017
      0.5563     -0.9918     0.04343         3.6      0.1019     0.01019
      0.6532      -1.087     0.04343         4.5     0.08193    0.008193
      0.7634      -1.131     0.04343         5.8     0.07397    0.007397
      0.8976      -1.103     0.04343         7.9     0.07881    0.007881
       1.204     -0.4953     0.04343          16      0.3197     0.03197
        1.38     -0.3871     0.04343          24      0.4101     0.04101
           2      0.5118     0.05497         100       3.249      0.4112
       2.204      0.9083     0.06072         160       8.097       1.132
       2.398       1.111     0.09804         250       12.92       2.915
       2.544      0.9967     0.07212         350       9.923       1.648
       2.699       1.011     0.08005         500       10.25        1.89
       5.301      -1.656        0.11       2e+05      0.0221      0.0056
