#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.624     0.04343        2.15    0.002377   0.0002377
      0.5563       -2.31     0.04343         3.6    0.004903   0.0004903
      0.6532      -2.247     0.04343         4.5    0.005659   0.0005659
      0.7634      -2.324     0.04343         5.8    0.004745   0.0004745
      0.8976      -2.313     0.04343         7.9    0.004866   0.0004866
       1.204      -1.278     0.07367          16     0.05272    0.008943
        1.38      -1.574     0.09281          24     0.02664    0.005693
           2    -0.05182      0.1801         100      0.8875      0.3681
       2.204      0.4775      0.1406         160       3.003      0.9725
       5.301      -2.224      0.1909       2e+05    0.005969    0.002624
