#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.086      -3.086         5.8    0.000203    0.000309
      0.8976      -3.434      -3.434         7.9   -0.000362    0.000365
       1.204      -1.884      -1.884          16   1.903e-10    0.006537
        1.38      -1.904      -1.904          24  -0.0001303    0.006303
           2     0.06671     0.06671         100   1.792e-05       0.583
       2.204      0.6504      0.6504         160   1.745e-05       2.236
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
