#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.804     0.04343        2.15      0.0157     0.00157
      0.5563      -1.612     0.04343         3.6     0.02443    0.002443
      0.6532      -1.689     0.04343         4.5     0.02047    0.002047
      0.7634      -1.811     0.04343         5.8     0.01547    0.001547
      0.8976      -1.816     0.04343         7.9     0.01526    0.001526
       1.204     -0.8938     0.04343          16      0.1277     0.01277
        1.38     -0.9161     0.04343          24      0.1213     0.01213
           2      0.4375     0.05628         100       2.739      0.3549
       2.204      0.8191     0.05412         160       6.594      0.8216
       2.398      0.7122      0.1402         250       5.155       1.665
       5.301      -1.986      0.1079       2e+05     0.01033    0.002566
