#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
       1.204      -1.842      -1.842          16   1.903e-10    0.007201
        1.38      -1.956      -1.956          24    0.003956    0.003556
           2     -0.1787     -0.1787         100   1.792e-05      0.3313
       2.204       10.38       10.38         160      -117.8    1.19e+10
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301       -1000       -1000       2e+05       0.403      -1e+10
