#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.361      -3.361         5.8   -0.000182    0.000309
      0.8976      -3.154      -3.154         7.9    -1.6e-05    0.000359
       1.204      -1.887      -1.887          16   1.903e-10    0.006483
        1.38      -1.794      -1.794          24    0.005872    0.005098
           2     -0.1311     -0.1311         100   1.792e-05      0.3697
       2.204      0.2449      0.2449         160   1.745e-05      0.8787
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.6685      0.6685         850       1.633       1.514
       3.064        10.3        10.3        1160         -99       1e+10
