#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.7634      -2.862      -2.862         5.8     3.1e-05    0.000671
      0.8976      -2.599      -2.599         7.9    0.001081    0.000719
       1.204       7.301       7.301          16         -99       1e+07
        1.38       -1.76       -1.76          24     0.00398    0.006696
           2     0.08905     0.08905         100   1.792e-05      0.6138
       2.204       0.463       0.463         160   1.745e-05       1.452
       2.398      0.8527      0.8527         250   3.209e-07       3.562
       2.544       1.297       1.297         350   2.905e-07       9.897
       2.699       1.361       1.361         500       5.439       8.764
       2.929      0.7592      0.7592         850   2.068e-10       2.872
       3.064      0.6953      0.6953        1160       2.173       1.392
