#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.888     0.04343        2.15     0.01294    0.001294
      0.5563      -1.601     0.04343         3.6     0.02506    0.002506
      0.6532       -1.74     0.04343         4.5      0.0182     0.00182
      0.7634      -1.836     0.04343         5.8     0.01459    0.001459
      0.8976      -1.888     0.04343         7.9     0.01294    0.001294
       1.204      -1.045     0.04343          16     0.09011    0.009011
        1.38      -1.031     0.04343          24     0.09309    0.009309
           2      0.2652     0.08481         100       1.842      0.3596
       2.204      0.3747      0.1561         160        2.37      0.8516
       2.398       0.522      0.1318         250       3.327       1.009
       5.301      -2.013      0.1089       2e+05      0.0097    0.002433
