#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.632     0.04343        2.15      0.2333     0.02333
      0.5563     -0.9772     0.04343         3.6      0.1054     0.01054
      0.6532      -1.133     0.04343         4.5     0.07365    0.007365
      0.7634      -1.173     0.04343         5.8     0.06715    0.006715
      0.8976     -0.4253     0.04343         7.9      0.3756     0.03756
       1.204     -0.5674     0.04343          16      0.2708     0.02708
        1.38     -0.4855     0.04343          24       0.327      0.0327
           2       1.004     0.04343         100       10.09       1.009
       2.204       1.139     0.04343         160       13.77       1.377
       2.398      0.7623      0.1022         250       5.785       1.361
       5.301       -1.85     0.07936       2e+05     0.01414    0.002584
