#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.84     0.04343        2.15     0.01445    0.001445
      0.5563      -1.756     0.04343         3.6     0.01753    0.001753
      0.6532      -1.909     0.04343         4.5     0.01233    0.001233
      0.7634      -1.954     0.04343         5.8     0.01111    0.001111
      0.8976      -2.047     0.04343         7.9    0.008964   0.0008964
       1.204      -1.124     0.04832          16     0.07514    0.008361
        1.38     -0.9763     0.04343          24      0.1056     0.01056
           2      0.1066      0.1166         100       1.278      0.3432
       2.204      0.2766      0.1682         160       1.891      0.7324
       5.301      -1.976       0.109       2e+05     0.01056     0.00265
