#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.76     0.04343        2.15      0.1738     0.01738
      0.5563     -0.9991     0.04343         3.6      0.1002     0.01002
      0.6532       -1.06     0.04343         4.5     0.08702    0.008702
      0.7634      -1.134     0.04343         5.8     0.07342    0.007342
      0.8976     -0.9266     0.04343         7.9      0.1184     0.01184
        1.38     -0.4425     0.04343          24       0.361      0.0361
           2      0.8717     0.04343         100       7.442      0.7442
       2.204       1.224     0.04343         160       16.76       1.676
       2.398       1.276     0.04343         250       18.86       1.886
       2.544      0.9711      0.1228         350       9.356       2.646
       5.301      -1.238      0.1112       2e+05      0.0578      0.0148
