#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.124     0.04343        2.15    0.007516   0.0007516
      0.5563      -1.801     0.04343         3.6     0.01583    0.001583
      0.6532      -1.723     0.04343         4.5     0.01891    0.001891
      0.7634      -1.653     0.04343         5.8     0.02224    0.002224
      0.8976      -1.714     0.04343         7.9      0.0193     0.00193
        1.38     -0.6944     0.04343          24      0.2021     0.02021
           2      0.1654      0.1139         100       1.464       0.384
       2.204      0.3945      0.1441         160        2.48       0.823
       2.398      0.9922     0.07522         250       9.822       1.701
       2.544      0.9267      0.1771         350       8.448       3.445
       5.301      -1.593       0.109       2e+05      0.0255      0.0064
