#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.764     0.04343        2.15     0.01722    0.001722
      0.5563      -1.529     0.04343         3.6     0.02961    0.002961
      0.6532      -1.533     0.04343         4.5      0.0293     0.00293
      0.7634      -1.661     0.04343         5.8     0.02184    0.002184
      0.8976      -1.636     0.04343         7.9     0.02312    0.002312
       1.204     -0.9094     0.04343          16      0.1232     0.01232
        1.38     -0.9158     0.04343          24      0.1214     0.01214
           2      0.3701     0.07595         100       2.345      0.4101
       2.204      0.5732      0.1214         160       3.743       1.046
       2.398      0.9081      0.1985         250       8.093       3.699
       5.301      -1.823     0.08622       2e+05     0.01502    0.002982
