#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.96     0.04343        2.15      0.1096     0.01096
      0.5563     -0.9477     0.04343         3.6      0.1128     0.01128
      0.6532       -1.09     0.04343         4.5      0.0812     0.00812
      0.7634      -1.217     0.04343         5.8      0.0607     0.00607
      0.8976      -1.347     0.04343         7.9       0.045      0.0045
       1.204     -0.8979     0.04343          16      0.1265     0.01265
        1.38     -0.6737     0.04343          24       0.212      0.0212
           2      0.2287      0.1104         100       1.693      0.4303
       2.204      0.6442     0.06863         160       4.408      0.6965
       2.398      0.8304      0.0731         250       6.766       1.139
       2.544      0.8433     0.08743         350       6.971       1.403
       5.301      -1.785     0.06975       2e+05      0.0164    0.002634
