#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.452     0.04343        2.15     0.03532    0.003532
      0.5563      -1.369     0.04343         3.6     0.04273    0.004273
      0.6532      -1.486     0.04343         4.5     0.03263    0.003263
      0.7634      -1.586     0.04343         5.8     0.02592    0.002592
      0.8976      -1.543     0.04343         7.9     0.02862    0.002862
       1.204     -0.6191     0.04343          16      0.2404     0.02404
        1.38     -0.5965     0.04343          24      0.2532     0.02532
           2      0.5439      0.0483         100       3.498       0.389
       2.204      0.9639     0.04343         160       9.202      0.9202
       2.398       1.017      0.0746         250        10.4       1.787
       5.301      -1.814     0.07418       2e+05     0.01534     0.00262
