#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.644     0.04343        2.15       0.227      0.0227
      0.5563     -0.8983     0.04343         3.6      0.1264     0.01264
      0.6532     -0.9201     0.04343         4.5      0.1202     0.01202
      0.7634      -1.023     0.04343         5.8     0.09493    0.009493
      0.8976     -0.4116     0.04343         7.9      0.3876     0.03876
       1.204     -0.1397     0.04343          16      0.7249     0.07249
        1.38    0.003029     0.04343          24       1.007      0.1007
           2       1.319     0.04343         100       20.83       2.083
       2.204       1.504     0.04343         160       31.93       3.193
       2.398       1.238     0.09541         250       17.32       3.804
       2.544        1.08      0.2062         350       12.03       5.712
       5.301      -1.053     0.04343       2e+05      0.0885     0.00885
