#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.596     0.04343        2.15     0.02535    0.002535
      0.5563      -1.469     0.04343         3.6     0.03399    0.003399
      0.6532      -1.598     0.04343         4.5     0.02525    0.002525
      0.7634      -1.526     0.04343         5.8      0.0298     0.00298
      0.8976      -1.661     0.04343         7.9     0.02184    0.002184
        1.38     -0.4876     0.04343          24      0.3254     0.03254
           2      0.9114     0.04343         100       8.155      0.8155
       2.204       1.141     0.04343         160       13.83       1.383
       2.398       1.064       0.179         250        11.6       4.782
       5.301      -1.423     0.07813       2e+05      0.0378      0.0068
