#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.188     0.04343        2.15     0.06486    0.006486
      0.5563      -1.178     0.04343         3.6     0.06645    0.006645
      0.6532      -1.368     0.04343         4.5     0.04282    0.004282
      0.7634      -1.363     0.04343         5.8     0.04336    0.004336
      0.8976      -1.493     0.04343         7.9     0.03212    0.003212
       1.204     -0.5712     0.04343          16      0.2684     0.02684
        1.38      -0.542     0.04343          24      0.2871     0.02871
           2      0.6238     0.04343         100       4.205      0.4205
       2.204      0.9536     0.04343         160       8.986      0.8986
       2.398      0.9326      0.1181         250       8.562       2.328
       5.301      -1.385     0.06325       2e+05      0.0412       0.006
