#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324          -2     0.04343        2.15        0.01       0.001
      0.5563      -1.751     0.04343         3.6     0.01773    0.001773
      0.6532      -1.693     0.04343         4.5     0.02028    0.002028
      0.7634      -1.699     0.04343         5.8     0.01999    0.001999
      0.8976      -1.811     0.04343         7.9     0.01544    0.001544
       1.204      -1.416     0.08973          16     0.03841    0.007936
        1.38     -0.6467     0.04343          24      0.2256     0.02256
           2      0.2097     0.08917         100       1.621      0.3328
       2.204      0.4477      0.1206         160       2.803      0.7783
       2.398      0.7492     0.09277         250       5.613       1.199
       2.544      0.4842      0.1968         350       3.049       1.382
       5.301      -2.088      0.1321       2e+05    0.008175    0.002487
