#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.092     0.04343        2.15    0.008091   0.0008091
      0.5563      -1.849     0.04343         3.6     0.01415    0.001415
      0.6532       -1.84     0.04343         4.5     0.01444    0.001444
      0.7634      -1.817     0.04343         5.8     0.01523    0.001523
      0.8976      -1.976     0.04343         7.9     0.01057    0.001057
        1.38     -0.9638     0.04343          24      0.1087     0.01087
           2      -0.128       0.207         100      0.7448       0.355
       2.398       0.759     0.08538         250       5.741       1.129
       2.544      0.6217      0.1464         350       4.185       1.411
       5.301      -2.236      0.1988       2e+05    0.005813    0.002661
