#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.436     0.04343        2.15      0.3664     0.03664
      0.5563     -0.8422     0.04343         3.6      0.1438     0.01438
      0.6532     -0.9017     0.04343         4.5      0.1254     0.01254
      0.7634     -0.9987     0.04343         5.8      0.1003     0.01003
      0.8976     -0.6876     0.04343         7.9      0.2053     0.02053
       1.204     -0.2115     0.04343          16      0.6144     0.06144
        1.38     -0.1322     0.04343          24      0.7375     0.07375
           2       1.236     0.04343         100       17.23       1.723
       2.204        1.55     0.04343         160       35.46       3.546
       2.398       1.553     0.04343         250       35.72       3.572
       2.544       1.289     0.06755         350       19.47       3.028
       2.699       1.202     0.09825         500       15.94       3.606
       5.301      -1.091     0.04766       2e+05      0.0811      0.0089
