#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.296     0.04343        2.15     0.05058    0.005058
      0.5563      -1.202     0.04343         3.6     0.06274    0.006274
      0.6532       -1.27     0.04343         4.5     0.05373    0.005373
      0.7634      -1.414     0.04343         5.8     0.03855    0.003855
      0.8976      -1.507     0.04343         7.9     0.03114    0.003114
       1.204       -1.06     0.04998          16     0.08707     0.01002
        1.38      -1.036     0.04343          24     0.09209    0.009209
           2      0.2531      0.1195         100       1.791      0.4926
       2.204      0.8494      0.0816         160        7.07       1.329
       2.398       1.112     0.08566         250       12.94       2.551
       2.544      0.8352      0.1053         350       6.842       1.659
       2.699       0.796      0.2137         500       6.251       3.076
