#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.724     0.04343        2.15     0.01888    0.001888
      0.5563      -1.223     0.04343         3.6     0.05985    0.005985
      0.6532      -1.144     0.04343         4.5     0.07175    0.007175
      0.7634      -1.141     0.04343         5.8     0.07223    0.007223
      0.8976      -1.258     0.04343         7.9     0.05527    0.005527
       1.204     -0.8139     0.04343          16      0.1535     0.01535
        1.38     -0.3029     0.04343          24      0.4978     0.04978
           2      0.7143     0.04343         100        5.18       0.518
       2.204       1.169     0.04343         160       14.76       1.476
       2.398        1.37     0.04343         250       23.45       2.345
       2.544       1.303     0.04343         350       20.09       2.009
       2.699       1.191     0.04343         500       15.51       1.551
       3.064      0.1204      0.1853        1160       1.319       0.563
       5.301      -1.097     0.04343       2e+05        0.08       0.008
