#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.536     0.04343        2.15     0.02911    0.002911
      0.5563      -1.562     0.04343         3.6      0.0274     0.00274
      0.6532      -1.564     0.04343         4.5      0.0273     0.00273
      0.7634      -1.596     0.04343         5.8     0.02536    0.002536
      0.8976      -1.161     0.04343         7.9     0.06896    0.006896
       1.204      -0.687     0.04343          16      0.2056     0.02056
        1.38     -0.4246     0.04343          24      0.3762     0.03762
           2      0.8556     0.04343         100       7.171      0.7171
       2.204      0.9477     0.04343         160       8.866      0.8866
       2.398      0.8919      0.1029         250       7.796       1.848
       5.301      -1.368     0.06378       2e+05      0.0429      0.0063
