#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.844     0.04343        2.15     0.01432    0.001432
      0.5563     -0.9161     0.04343         3.6      0.1213     0.01213
      0.6532      -1.029     0.04343         4.5     0.09363    0.009363
      0.7634      -1.148     0.04343         5.8     0.07104    0.007104
      0.8976      -1.228     0.04343         7.9     0.05911    0.005911
       1.204     -0.6916     0.04343          16      0.2034     0.02034
        1.38     -0.6313     0.04343          24      0.2337     0.02337
           2      0.7665     0.04343         100       5.841      0.5841
       2.204       1.024     0.05603         160       10.57       1.363
       2.398        1.08     0.08496         250       12.01        2.35
       2.544      0.9223     0.06356         350       8.362       1.224
       2.699      0.8256       0.145         500       6.692       2.234
       5.301      -1.292     0.06216       2e+05       0.051      0.0073
