#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.488     0.04343        2.15     0.03251    0.003251
      0.5563      -1.318     0.04343         3.6     0.04812    0.004812
      0.6532      -1.444     0.04343         4.5     0.03598    0.003598
      0.7634      -1.536     0.04343         5.8     0.02912    0.002912
      0.8976      -1.656     0.04343         7.9      0.0221     0.00221
       1.204     -0.9496     0.04343          16      0.1123     0.01123
        1.38     -0.8277     0.04343          24      0.1487     0.01487
           2      0.2765     0.08314         100        1.89      0.3618
       2.204      0.5735     0.08777         160       3.745      0.7569
       2.398      0.5538      0.1307         250       3.579       1.077
       5.301      -1.799     0.07102       2e+05      0.0159      0.0026
