#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.5563      -4.569      -4.569         3.6   -0.000187    0.000107
      0.6532       -1000       -1000         4.5   -0.001647     0.00047
      0.7634      -2.518      -2.518         5.8   -0.000586    0.001809
      0.8976      -2.216      -2.216         7.9    0.002118    0.001984
       1.204       7.301       7.301          16         -99       1e+07
           2      0.5161      0.5161         100        1.23       1.026
       2.204      0.9227      0.9227         160   1.745e-05       4.185
       2.398       1.142       1.142         250       5.402       4.226
       2.544        1.27        1.27         350       4.735       6.945
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850   5.194e-42       1e+10
       3.064      0.3531      0.3531        1160    2.13e-10       1.127
       5.301      -2.109      -2.109       2e+05    0.001739     0.00302
