#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.828     0.04343        2.15     0.01486    0.001486
      0.5563      -1.454     0.04343         3.6     0.03514    0.003514
      0.6532      -1.494     0.04343         4.5     0.03203    0.003203
      0.7634       -1.53     0.04343         5.8     0.02951    0.002951
      0.8976      -1.555     0.04343         7.9     0.02783    0.002783
       1.204     -0.9133     0.04343          16      0.1221     0.01221
        1.38      -0.586     0.04343          24      0.2594     0.02594
           2     0.09677      0.1698         100        1.25      0.4887
       2.204       0.663      0.1282         160       4.602       1.358
       2.398      0.8199      0.1966         250       6.605       2.991
       5.301      -2.038      0.1185       2e+05    0.009152    0.002498
