#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.112     0.04343        2.15    0.007727   0.0007727
      0.5563      -1.792     0.04343         3.6     0.01616    0.001616
      0.6532      -1.757     0.04343         4.5     0.01749    0.001749
      0.7634      -1.835     0.04343         5.8     0.01461    0.001461
      0.8976      -1.985     0.04343         7.9     0.01034    0.001034
       1.204      -1.578     0.09026          16     0.02643    0.005493
        1.38      -1.199     0.04343          24     0.06317    0.006317
           2      0.1865     0.08933         100       1.536       0.316
       2.204      0.5001      0.1013         160       3.163      0.7381
       2.398      0.3763      0.2128         250       2.379       1.165
       5.301       -1.84     0.08241       2e+05     0.01445    0.002742
