#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.464     0.04343        2.15     0.03436    0.003436
      0.5563      -1.261     0.04343         3.6     0.05489    0.005489
      0.6532      -1.205     0.04343         4.5     0.06237    0.006237
      0.7634      -1.302     0.04343         5.8     0.04994    0.004994
      0.8976      -1.353     0.04343         7.9     0.04438    0.004438
       1.204     -0.7953     0.04343          16      0.1602     0.01602
        1.38     -0.6117     0.04343          24      0.2445     0.02445
           2      0.5534     0.04343         100       3.576      0.3576
       2.204      0.8545     0.04421         160       7.153      0.7282
       2.398       1.118     0.04624         250       13.11       1.396
       2.544         1.2     0.05354         350       15.84       1.952
       2.699      0.7338      0.2037         500       5.417        2.54
       5.301      -1.521      0.1053       2e+05      0.0301      0.0073
