#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.356     0.04343        2.15     0.04406    0.004406
      0.5563      -1.121     0.04343         3.6     0.07577    0.007577
      0.6532      -1.275     0.04343         4.5     0.05307    0.005307
      0.7634      -1.255     0.04343         5.8     0.05565    0.005565
      0.8976      -1.353     0.04343         7.9     0.04433    0.004433
       1.204     -0.3355     0.04343          16      0.4619     0.04619
        1.38     -0.2988     0.04343          24      0.5026     0.05026
           2      0.8685     0.04343         100       7.388      0.7388
       2.204       1.173     0.04343         160       14.89       1.489
       2.398       1.189     0.04343         250       15.45       1.545
       2.544      0.7689       0.125         350       5.873       1.691
       5.301      -1.274     0.07021       2e+05      0.0532      0.0086
