#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.072     0.04343        2.15     0.08472    0.008472
      0.5563      -1.533     0.04343         3.6      0.0293     0.00293
      0.6532      -1.587     0.04343         4.5     0.02588    0.002588
      0.7634      -1.694     0.04343         5.8     0.02023    0.002023
      0.8976      -1.407     0.04343         7.9     0.03918    0.003918
       1.204      -1.263     0.07703          16     0.05453    0.009672
        1.38      -1.107     0.04343          24     0.07824    0.007824
           2     0.09415      0.1855         100       1.242      0.5306
       2.204       0.566      0.1446         160       3.682       1.225
       5.301      -2.173      0.1696       2e+05    0.006714    0.002622
