#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.856     0.04343        2.15     0.01393    0.001393
      0.5563      -1.597     0.04343         3.6     0.02527    0.002527
      0.6532      -1.584     0.04343         4.5     0.02604    0.002604
      0.7634      -1.691     0.04343         5.8     0.02037    0.002037
      0.8976      -1.784     0.04343         7.9     0.01645    0.001645
       1.204      -1.128     0.04343          16     0.07448    0.007448
        1.38      -1.224     0.04343          24     0.05974    0.005974
           2     0.03428      0.1626         100       1.082      0.4051
       2.204       0.649       0.108         160       4.457       1.109
       2.398      0.7938     0.09886         250        6.22       1.416
       2.544      0.6337      0.1443         350       4.303        1.43
       5.301      -1.767     0.06857       2e+05      0.0171      0.0027
