#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.544     0.04343        2.15    0.002858   0.0002858
      0.5563      -2.178     0.04343         3.6    0.006642   0.0006642
      0.6532       -2.05     0.04343         4.5    0.008915   0.0008915
      0.7634      -1.923     0.04343         5.8     0.01195    0.001195
      0.8976      -1.843     0.04343         7.9     0.01436    0.001436
        1.38      -1.031     0.04343          24     0.09309    0.009309
           2      0.2494     0.08343         100       1.776      0.3411
       2.204      0.5536       0.102         160       3.578      0.8403
       2.398      0.8205     0.08808         250       6.615       1.342
       2.544      0.9525      0.1251         350       8.963       2.581
       2.699       1.001      0.1372         500       10.03       3.169
       3.064      0.2005      0.1239        1160       1.587      0.4528
       5.301      -1.993      0.1052       2e+05     0.01016    0.002462
