#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.552     0.04343        2.15    0.002805   0.0002805
      0.5563      -2.174     0.04343         3.6      0.0067     0.00067
      0.6532      -2.128     0.04343         4.5    0.007446   0.0007446
      0.7634      -2.205     0.04343         5.8     0.00624    0.000624
      0.8976      -2.154     0.04343         7.9    0.007019   0.0007019
       1.204      -1.676       0.133          16      0.0211    0.006463
        1.38       -1.25     0.04343          24     0.05618    0.005618
           2      0.2234     0.08961         100       1.673      0.3451
       2.204      0.4731      0.1338         160       2.972      0.9156
       5.301      -2.008      0.1161       2e+05    0.009812    0.002624
