#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.16     0.04343        2.15     0.06918    0.006918
      0.5563     -0.9527     0.04343         3.6      0.1115     0.01115
      0.6532     -0.8938     0.04343         4.5      0.1277     0.01277
      0.7634     -0.8383     0.04343         5.8      0.1451     0.01451
      0.8976     -0.7172     0.04343         7.9      0.1918     0.01918
        1.38     -0.2142     0.04343          24      0.6106     0.06106
           2      0.7292     0.04343         100       5.361      0.5361
       2.204       1.141     0.05039         160       13.85       1.607
       2.398       1.265     0.05002         250        18.4        2.12
       2.544       1.179       0.162         350       15.09       5.629
       2.699      0.8864      0.1751         500       7.699       3.103
