#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.6532      -3.169      -3.169         4.5    0.000333    0.000172
      0.7634      -2.592      -2.592         5.8    0.001226    0.000667
      0.8976      -2.827      -2.827         7.9   -0.000633    0.001061
       1.204       7.301       7.301          16         -99       1e+07
        1.38      -1.582      -1.582          24   8.071e-11     0.01308
           2      0.1794      0.1794         100        0.27      0.6206
       2.204       6.368       6.368         160   1.745e-05   1.166e+06
       2.398      0.8411      0.8411         250       3.166       1.885
       2.544      0.9261      0.9261         350       3.082       2.677
       2.699       1.004       1.004         500        4.05       3.024
       2.929      0.6788      0.6788         850       2.238       1.267
       3.064      0.2829      0.2829        1160      0.3189      0.7995
