#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.564     0.04343        2.15     0.02729    0.002729
      0.5563      -1.406     0.04343         3.6     0.03927    0.003927
      0.6532      -1.558     0.04343         4.5     0.02768    0.002768
      0.7634      -1.575     0.04343         5.8     0.02661    0.002661
      0.8976      -1.682     0.04343         7.9     0.02082    0.002082
       1.204     -0.7587     0.04343          16      0.1743     0.01743
        1.38      -0.658     0.04343          24      0.2198     0.02198
           2      0.2373     0.06507         100       1.727      0.2588
       2.204      0.7622     0.06113         160       5.783      0.8141
       2.398      0.8109      0.1893         250        6.47       2.821
       5.301      -1.894     0.08407       2e+05     0.01275    0.002468
