#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.88     0.04343        2.15      0.1318     0.01318
      0.5563      -1.099     0.04343         3.6     0.07958    0.007958
      0.6532      -1.253     0.04343         4.5     0.05591    0.005591
      0.7634      -1.343     0.04343         5.8     0.04543    0.004543
      0.8976      -1.556     0.04343         7.9     0.02779    0.002779
       1.204      -1.415     0.08757          16     0.03843    0.007749
        1.38      -1.609     0.04343          24     0.02459    0.002459
           2    -0.02596      0.1436         100       0.942      0.3114
       2.204      0.3311      0.1407         160       2.143      0.6946
       2.398       0.315      0.2134         250       2.065       1.015
